title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
Hand laborers and material movers,transportation-and-material-moving,,37680.0,No formal educational credential,6950000.0,2,"The core duties of this occupation are fundamentally physical, involving the manual movement, cleaning, and packing of heavy materials in unpredictable real-world environments. While AI can optimize logistics, routing, and inventory tracking, the physical labor itself is resistant to AI and requires advanced robotics rather than software-based intelligence to automate.",0.2,,,,,,,,0.2,1,
Hazardous materials removal workers,construction-and-extraction,47-4041,48490.0,High school diploma or equivalent,51300.0,2,"The core of this occupation involves physical labor in unpredictable environments, such as scrubbing surfaces, constructing containment areas, and operating heavy machinery. While AI may assist with peripheral tasks like record-keeping, regulatory compliance checks, or analyzing sensor data for radiation levels, the primary work requires a physical human presence to navigate complex, hazardous sites.",0.2,0.0806451612903225,0.032258064516129,0.032258064516129,0.0,0.53,0.0806451612903225,-0.33,0.09354838709677417,3,0.2
Health and safety engineers,architecture-and-engineering,17-2111,109660.0,Bachelor's degree,23800.0,5,"This occupation involves a significant mix of digital knowledge work and physical presence. While AI can assist in reviewing equipment plans, analyzing accident data, and interpreting complex safety regulations, the core duties require physical inspections of facilities, interviewing employees for investigations, and directing the hands-on installation of safety devices.",0.5,0.5042307692307693,0.09846153846153845,0.5676923076923077,0.0,0.028,0.5042307692307693,0.472,0.33474358974358975,3,0.5042307692307693
Health education specialists,community-and-social-service,21-1091,63000.0,Bachelor's degree,71800.0,6,"A significant portion of the role involves digital knowledge work such as analyzing community health data, writing grant proposals, and creating educational materials, all of which are highly susceptible to AI augmentation. However, the core requirements of community advocacy, empathetic interpersonal interaction, and physical presence for local events and training provide a buffer against full automation.",0.6,0.532258064516129,0.2580645161290322,0.5,0.1376,0.045,0.394658064516129,0.5549999999999999,0.42328602150537636,3,0.4624
Health information technologists and medical registrars,healthcare,29-9021,67310.0,Associate's degree,41900.0,8,"This occupation is almost entirely digital, involving the analysis, organization, and validation of clinical data within computerized systems. AI is exceptionally well-suited for core tasks like data abstraction, classification coding, and generating reports from large datasets, which significantly increases the risk of automation and restructuring.",0.8,0.65625,0.3125,0.53125,0.3063,,0.34995,,0.5875166666666667,3,0.4937
"Heating, air conditioning, and refrigeration mechanics and installers",installation-maintenance-and-repair,49-9021,59810.0,Postsecondary nondegree award,425200.0,2,"The core of this occupation involves physical labor, manual dexterity, and real-time problem solving in unpredictable physical environments, which are highly resistant to AI. While AI may assist with peripheral tasks like diagnostic software, scheduling, or energy load calculations, it cannot perform the physical installation, repair, or handling of hazardous materials required for the job.",0.2,0.1052631578947368,0.0701754385964912,0.1403508771929824,0.0191,0.65,0.0861631578947368,-0.45,0.10812105263157894,3,0.1809
Heavy and tractor-trailer truck drivers,transportation-and-material-moving,53-3032,57440.0,Postsecondary nondegree award,2235100.0,5,"While the core task of driving is physical and occurs in a complex real-world environment, it is a primary target for autonomous vehicle AI, which could eventually automate long-haul highway segments. However, the job still requires significant physical presence for non-driving tasks like securing cargo, conducting inspections, and navigating 'last-mile' urban environments that remain challenging for current AI.",0.5,0.2788461538461538,0.1923076923076923,0.173076923076923,0.0,0.79,0.2788461538461538,-0.29000000000000004,0.2596153846153846,3,0.5
Heavy vehicle and mobile equipment service technicians,installation-maintenance-and-repair,49-3040,62740.0,High school diploma or equivalent,245600.0,3,"The core of this occupation is highly physical, involving manual dexterity, strength, and real-world troubleshooting in unpredictable environments like farms and construction sites. While AI will significantly enhance diagnostic software and predictive maintenance logs, it cannot perform the physical disassembly, repair, and reassembly of heavy mechanical components.",0.3,,,,,,,,0.3,1,
High school teachers,education-training-and-library,25-2031,64580.0,Bachelor's degree,1094500.0,7,"High school teachers are heavily exposed because core digital tasks like lesson planning, content creation, and grading are highly susceptible to AI automation and augmentation. While the physical requirement of classroom management and interpersonal mentorship provides a buffer, AI's ability to provide personalized tutoring and automated feedback significantly reshapes the instructional delivery and administrative workload of the profession.",0.7,0.3333333333333333,0.0317460317460317,0.3412698412698413,0.2901,0.0078,0.04323333333333329,0.6921999999999999,0.4411444444444444,3,0.40989999999999993
Historians,life-physical-and-social-science,19-3093,74050.0,Master's degree,3400.0,7,"Historians perform high-level knowledge work—researching, analyzing, and writing—that is increasingly digital and highly susceptible to AI-driven efficiency gains in document processing and synthesis. While the job requires human judgment and physical interaction with artifacts or archives, the core output of reports and articles faces significant restructuring as AI tools become capable of parsing vast historical datasets and drafting complex narratives.",0.7,0.4736842105263157,0.1052631578947368,0.5,0.028,0.44,0.4456842105263157,0.25999999999999995,0.4005614035087719,3,0.6719999999999999
Home health and personal care aides,healthcare,31-1120,34900.0,High school diploma or equivalent,4347700.0,2,"The core duties of this occupation are fundamentally physical and interpersonal, involving manual tasks like bathing, dressing, and lifting patients in unpredictable home environments. While AI may assist with peripheral administrative tasks like scheduling or monitoring vital signs, it cannot replace the essential human presence and physical labor required for personal care.",0.2,,,,,,,,0.2,1,
